id,subfolder,target,pa_amod
viral/deu_news_2022_1M-sentences.txt/4962211,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2022_1M-sentences.txt/5989753,2021-2025,"[('viral/ADJ',)]","[('Infektionskrankheiten',)]"
viral/deu_news_2022_1M-sentences.txt/6386678,2021-2025,"[('viral/ADJ',)]","[('RNA',)]"
viral/deu_news_2022_1M-sentences.txt/6440960,2021-2025,"[('viral/ADJ',)]","[('Atemwegsinfektion',)]"
viral/deu_news_2022_1M-sentences.txt/6574037,2021-2025,"[('viral/ADJ',)]","[('Clips',)]"
viral/deu_news_2022_1M-sentences.txt/7258643,2021-2025,"[('viral/ADJ',)]","[('â€',)]"
viral/deu_news_2022_1M-sentences.txt/7577734,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2022_1M-sentences.txt/7853195,2021-2025,"[('viral/ADJ',)]","[('Genom',)]"
viral/deu_news_2022_1M-sentences.txt/8436218,2021-2025,"[('viral/ADJ',)]","[('Vorgängern',)]"
viral/deu_news_2022_1M-sentences.txt/8871561,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2022_1M-sentences.txt/10672557,2021-2025,"[('viral/ADJ',)]","[('Intra',)]"
viral/deu_news_2022_1M-sentences.txt/13893852,2021-2025,"[('viral/ADJ',)]","[('Tweets',)]"
viral/deu_news_2022_1M-sentences.txt/14026157,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2022_1M-sentences.txt/14099520,2021-2025,"[('viral/ADJ',)]","[('Begriff',)]"
viral/deu_news_2022_1M-sentences.txt/14215086,2021-2025,"[('viral/ADJ',)]","[('Antigene',)]"
viral/deu_news_2022_1M-sentences.txt/16042685,2021-2025,"[('viral/ADJ',)]","[('Erregern',)]"
viral/deu_news_2022_1M-sentences.txt/16325359,2021-2025,"[('viral/ADJ',)]","[('Erreger',)]"
viral/deu_news_2022_1M-sentences.txt/17323597,2021-2025,"[('viral/ADJ',)]","[('Spike',)]"
viral/deu_news_2022_1M-sentences.txt/18545661,2021-2025,"[('viral/ADJ',)]","[('Tiktok',)]"
viral/deu_news_2022_1M-sentences.txt/20217299,2021-2025,"[('viral/ADJ',)]","[('Vektoren',)]"
viral/deu_news_2023_1M-sentences.txt/481619,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/1117637,2021-2025,"[('viral/ADJ',)]","[('Infekt',)]"
viral/deu_news_2023_1M-sentences.txt/2190987,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/4290887,2021-2025,"[('viral/ADJ',)]","[('Tiktok',)]"
viral/deu_news_2023_1M-sentences.txt/4765477,2021-2025,"[('viral/ADJ',)]","[('Erklärvideo',)]"
viral/deu_news_2023_1M-sentences.txt/5458011,2021-2025,"[('viral/ADJ',)]","[('Kleid',)]"
viral/deu_news_2023_1M-sentences.txt/5873602,2021-2025,"[('viral/ADJ',)]","[('Clip',)]"
viral/deu_news_2023_1M-sentences.txt/6959599,2021-2025,"[('viral/ADJ',)]","[('Hepatitis',)]"
viral/deu_news_2023_1M-sentences.txt/8664745,2021-2025,"[('viral/ADJ',)]","[('Tiervideo',)]"
viral/deu_news_2023_1M-sentences.txt/8801521,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/9000366,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2023_1M-sentences.txt/9173586,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/9891987,2021-2025,"[('viral/ADJ',)]","[('Erkrankung',)]"
viral/deu_news_2023_1M-sentences.txt/11759310,2021-2025,"[('viral/ADJ',)]","[('Produkt',)]"
viral/deu_news_2023_1M-sentences.txt/11778947,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/12586115,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2023_1M-sentences.txt/12847990,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/12875590,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2023_1M-sentences.txt/13027839,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2023_1M-sentences.txt/14585672,2021-2025,"[('viral/ADJ',)]","[('Momente',)]"
viral/deu_news_2023_1M-sentences.txt/14658660,2021-2025,"[('viral/ADJ',)]","[('Tanzmoment',)]"
viral/deu_news_2023_1M-sentences.txt/15002411,2021-2025,"[('viral/ADJ',)]","[('Erklärvideo',)]"
viral/deu_news_2023_1M-sentences.txt/15237835,2021-2025,"[('viral/ADJ',)]","[('Krankheiten',)]"
viral/deu_news_2023_1M-sentences.txt/15577309,2021-2025,"[('viral/ADJ',)]","[('Infekte',)]"
viral/deu_news_2023_1M-sentences.txt/16324634,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2023_1M-sentences.txt/17134808,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2023_1M-sentences.txt/18519044,2021-2025,"[('viral/ADJ',)]","[('Hits',)]"
viral/deu_news_2023_1M-sentences.txt/18586178,2021-2025,"[('viral/ADJ',)]","[('Trendsettern',)]"
viral/deu_news_2023_1M-sentences.txt/18596843,2021-2025,"[('viral/ADJ',)]","[('Baked',)]"
viral/deu_news_2023_1M-sentences.txt/18987438,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2023_1M-sentences.txt/19702833,2021-2025,"[('viral/ADJ',)]","[('Infekt',)]"
viral/deu_news_2023_1M-sentences.txt/20128905,2021-2025,"[('viral/ADJ',)]","[('Hits',)]"
viral/deu_news_2023_1M-sentences.txt/20421402,2021-2025,"[('viral/ADJ',)]","[('Reaktivierung',)]"
viral/deu_news_2024_1M-sentences.txt/865881,2021-2025,"[('viral/ADJ',)]","[('Erfolge',)]"
viral/deu_news_2024_1M-sentences.txt/1443672,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2024_1M-sentences.txt/1686788,2021-2025,"[('viral/ADJ',)]","[('Hits',)]"
viral/deu_news_2024_1M-sentences.txt/1819925,2021-2025,"[('viral/ADJ',)]","[('Suchergebnisse',)]"
viral/deu_news_2024_1M-sentences.txt/1860762,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2024_1M-sentences.txt/2835171,2021-2025,"[('viral/ADJ',)]","[('Tweet',)]"
viral/deu_news_2024_1M-sentences.txt/2912731,2021-2025,"[('viral/ADJ',)]","[('Ursprungs',)]"
viral/deu_news_2024_1M-sentences.txt/3485863,2021-2025,"[('viral/ADJ',)]","[('Beispiel',)]"
viral/deu_news_2024_1M-sentences.txt/3488605,2021-2025,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2024_1M-sentences.txt/3659565,2021-2025,"[('viral/ADJ',)]","[('Potenzial',)]"
viral/deu_news_2024_1M-sentences.txt/3798038,2021-2025,"[('viral/ADJ',)]","[('Wirkstoffe',)]"
viral/deu_news_2024_1M-sentences.txt/5198458,2021-2025,"[('viral/ADJ',)]","[('Gerüchte',)]"
viral/deu_news_2024_1M-sentences.txt/5596410,2021-2025,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2024_1M-sentences.txt/6662846,2021-2025,"[('viral/ADJ',)]","[('Enzyms',)]"
viral/deu_news_2024_1M-sentences.txt/7054864,2021-2025,"[('viral/ADJ',)]","[('Erfolg',)]"
viral/deu_news_2024_1M-sentences.txt/7169542,2021-2025,"[('viral/ADJ',)]","[('Atemwegsinfektionen',)]"
viral/deu_news_2024_1M-sentences.txt/9018729,2021-2025,"[('viral/ADJ',)]","[('Erbgut',)]"
viral/deu_news_2024_1M-sentences.txt/9120103,2021-2025,"[('viral/ADJ',)]","[('Beliebtheit',)]"
viral/deu_news_2024_1M-sentences.txt/9423031,2021-2025,"[('viral/ADJ',)]","[('LinkedIn',)]"
viral/deu_news_2024_1M-sentences.txt/9569289,2021-2025,"[('viral/ADJ',)]","[('Attacke',)]"
viral/deu_news_2024_1M-sentences.txt/10412239,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2024_1M-sentences.txt/10798665,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2024_1M-sentences.txt/11730232,2021-2025,"[('viral/ADJ',)]","[('Tanz',)]"
viral/deu_news_2024_1M-sentences.txt/12057366,2021-2025,"[('viral/ADJ',)]","[('Ursachen',)]"
viral/deu_news_2024_1M-sentences.txt/12308730,2021-2025,"[('viral/ADJ',)]","[('Syndrom',)]"
viral/deu_news_2024_1M-sentences.txt/12542142,2021-2025,"[('viral/ADJ',)]","[('Bilder',)]"
viral/deu_news_2024_1M-sentences.txt/12790867,2021-2025,"[('viral/ADJ',)]","[('Social',)]"
viral/deu_news_2024_1M-sentences.txt/13756040,2021-2025,"[('viral/ADJ',)]","[('Erkrankungen',)]"
viral/deu_news_2024_1M-sentences.txt/14097066,2021-2025,"[('viral/ADJ',)]","[('Tiktok',)]"
viral/deu_news_2024_1M-sentences.txt/14265104,2021-2025,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2024_1M-sentences.txt/14696579,2021-2025,"[('viral/ADJ',)]","[('Sensation',)]"
viral/deu_news_2024_1M-sentences.txt/14708502,2021-2025,"[('viral/ADJ',)]","[('Erfolg',)]"
viral/deu_news_2024_1M-sentences.txt/15520316,2021-2025,"[('viral/ADJ',)]","[('Dubai',)]"
viral/deu_news_2024_1M-sentences.txt/15954438,2021-2025,"[('viral/ADJ',)]","[('Trends',)]"
viral/deu_news_2024_1M-sentences.txt/16250835,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2024_1M-sentences.txt/16585217,2021-2025,"[('viral/ADJ',)]","[('TikTok',)]"
viral/deu_news_2024_1M-sentences.txt/16684018,2021-2025,"[('viral/ADJ',)]","[('Infektionskrankheit',)]"
viral/deu_news_2024_1M-sentences.txt/17082924,2021-2025,"[('viral/ADJ',)]","[('Idee',)]"
viral/deu_news_2024_1M-sentences.txt/17421074,2021-2025,"[('viral/ADJ',)]","[('Information',)]"
viral/deu_news_2024_1M-sentences.txt/17466499,2021-2025,"[('viral/ADJ',)]","[('Trends',)]"
viral/deu_news_2024_1M-sentences.txt/18348491,2021-2025,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2024_1M-sentences.txt/18487055,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2024_1M-sentences.txt/19235400,2021-2025,"[('viral/ADJ',)]","[('Trends',)]"
viral/deu_news_2024_1M-sentences.txt/19458949,2021-2025,"[('viral/ADJ',)]","[('Persistenz',)]"
viral/deu_news_2024_1M-sentences.txt/19562383,2021-2025,"[('viral/ADJ',)]","[('Clips',)]"
viral/deu_news_2024_1M-sentences.txt/20396402,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/1335857,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2025_1M-sentences.txt/1517312,2021-2025,"[('viral/ADJ',)]","[('Duft',)]"
viral/deu_news_2025_1M-sentences.txt/1809635,2021-2025,"[('viral/ADJ',)]","[('Reifen',)]"
viral/deu_news_2025_1M-sentences.txt/2844874,2021-2025,"[('viral/ADJ',)]","[('Stories',)]"
viral/deu_news_2025_1M-sentences.txt/3126377,2021-2025,"[('viral/ADJ',)]","[('Aura',)]"
viral/deu_news_2025_1M-sentences.txt/3987894,2021-2025,"[('viral/ADJ',)]","[('Themen',)]"
viral/deu_news_2025_1M-sentences.txt/4140408,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/4179513,2021-2025,"[('viral/ADJ',)]","[('Phänomen',)]"
viral/deu_news_2025_1M-sentences.txt/4355148,2021-2025,"[('viral/ADJ',)]","[('Beiträge',)]"
viral/deu_news_2025_1M-sentences.txt/4748099,2021-2025,"[('viral/ADJ',)]","[('Potenzials',)]"
viral/deu_news_2025_1M-sentences.txt/4790592,2021-2025,"[('viral/ADJ',)]","[('Phänomen',)]"
viral/deu_news_2025_1M-sentences.txt/4817428,2021-2025,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2025_1M-sentences.txt/5314384,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2025_1M-sentences.txt/5685728,2021-2025,"[('viral/ADJ',)]","[('Tipp',)]"
viral/deu_news_2025_1M-sentences.txt/5804758,2021-2025,"[('viral/ADJ',)]","[('Hepatitis',)]"
viral/deu_news_2025_1M-sentences.txt/6448795,2021-2025,"[('viral/ADJ',)]","[('Meningitis',)]"
viral/deu_news_2025_1M-sentences.txt/7210784,2021-2025,"[('viral/ADJ',)]","[('Social',)]"
viral/deu_news_2025_1M-sentences.txt/7632609,2021-2025,"[('viral/ADJ',)]","[('Erreger',)]"
viral/deu_news_2025_1M-sentences.txt/8092492,2021-2025,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2025_1M-sentences.txt/8158818,2021-2025,"[('viral/ADJ',)]","[('Fieber',)]"
viral/deu_news_2025_1M-sentences.txt/8163306,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2025_1M-sentences.txt/9104126,2021-2025,"[('viral/ADJ',)]","[('Kampagne',)]"
viral/deu_news_2025_1M-sentences.txt/9104155,2021-2025,"[('viral/ADJ',)]","[('Meningitis',)]"
viral/deu_news_2025_1M-sentences.txt/9223583,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2025_1M-sentences.txt/9341262,2021-2025,"[('viral/ADJ',)]","[('Tiktok',)]"
viral/deu_news_2025_1M-sentences.txt/9388541,2021-2025,"[('viral/ADJ',)]","[('Trend',)]"
viral/deu_news_2025_1M-sentences.txt/9388566,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/9388582,2021-2025,"[('viral/ADJ',)]","[('YouTube',)]"
viral/deu_news_2025_1M-sentences.txt/9404165,2021-2025,"[('viral/ADJ',)]","[('Vorher',)]"
viral/deu_news_2025_1M-sentences.txt/9684391,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2025_1M-sentences.txt/11487937,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/11907105,2021-2025,"[('viral/ADJ',)]","[('YouTube',)]"
viral/deu_news_2025_1M-sentences.txt/12686008,2021-2025,"[('viral/ADJ',)]","[('Videoclip',)]"
viral/deu_news_2025_1M-sentences.txt/12705591,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/12742506,2021-2025,"[('viral/ADJ',)]","[('Vektorimpfstoff',)]"
viral/deu_news_2025_1M-sentences.txt/13052957,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2025_1M-sentences.txt/13068720,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2025_1M-sentences.txt/13125832,2021-2025,"[('viral/ADJ',)]","[('Tiktok',)]"
viral/deu_news_2025_1M-sentences.txt/13784238,2021-2025,"[('viral/ADJ',)]","[('Louvre',)]"
viral/deu_news_2025_1M-sentences.txt/14044820,2021-2025,"[('viral/ADJ',)]","[('Clip',)]"
viral/deu_news_2025_1M-sentences.txt/14179363,2021-2025,"[('viral/ADJ',)]","[('Potenzial',)]"
viral/deu_news_2025_1M-sentences.txt/14299259,2021-2025,"[('viral/ADJ',)]","[('Hype',)]"
viral/deu_news_2025_1M-sentences.txt/14359665,2021-2025,"[('viral/ADJ',)]","[('Moment',)]"
viral/deu_news_2025_1M-sentences.txt/14812226,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/15339031,2021-2025,"[('viral/ADJ',)]","[('Inhalte',)]"
viral/deu_news_2025_1M-sentences.txt/16073312,2021-2025,"[('viral/ADJ',)]","[('Song',)]"
viral/deu_news_2025_1M-sentences.txt/16575670,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/16841412,2021-2025,"[('viral/ADJ',)]","[('DNA',)]"
viral/deu_news_2025_1M-sentences.txt/16960518,2021-2025,"[('viral/ADJ',)]","[('Challenges',)]"
viral/deu_news_2025_1M-sentences.txt/17024866,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/17094779,2021-2025,"[('viral/ADJ',)]","[('Tanzsequenzen',)]"
viral/deu_news_2025_1M-sentences.txt/17319074,2021-2025,"[('viral/ADJ',)]","[('Meningitis',)]"
viral/deu_news_2025_1M-sentences.txt/17324156,2021-2025,"[('viral/ADJ',)]","[('Internet',)]"
viral/deu_news_2025_1M-sentences.txt/17345321,2021-2025,"[('viral/ADJ',)]","[('Infekten',)]"
viral/deu_news_2025_1M-sentences.txt/17957745,2021-2025,"[('viral/ADJ',)]","[('Onlineartikeln',)]"
viral/deu_news_2025_1M-sentences.txt/18130095,2021-2025,"[('viral/ADJ',)]","[('Internet',)]"
viral/deu_news_2025_1M-sentences.txt/18319720,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2025_1M-sentences.txt/18724472,2021-2025,"[('viral/ADJ',)]","[('TikTok',)]"
viral/deu_news_2025_1M-sentences.txt/18780168,2021-2025,"[('viral/ADJ',)]","[('Foto',)]"
viral/deu_news_2025_1M-sentences.txt/19016065,2021-2025,"[('viral/ADJ',)]","[('Reddit',)]"
viral/deu_news_2025_1M-sentences.txt/20027360,2021-2025,"[('viral/ADJ',)]","[('Verbreitung',)]"
